name,description,max_attempts,value,type_data,category,type,state,requirements,connection_info,flags,tags,hints
Verify new file creation,Verify new file creation,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q07_verify_new_file_creation""},""autograde"":{""enabled"":true,""commands"":[""ls -l ~/MyFiles/work""]}}","[{""type"": ""static"", ""content"": ""lab06_q07_verify_new_file_creation""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
View the contents of a file using more,View the contents of a file using more,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q08_view_the_contents_of_a_file_using_more""},""autograde"":{""enabled"":true,""commands"":[""cat /var/log/syslog | more""]}}","[{""type"": ""static"", ""content"": ""lab06_q08_view_the_contents_of_a_file_using_more""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `view`."", ""cost"": 25}]"
View the most recent events from the syslog file first.,View the most recent events from the syslog file first.,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q09_view_the_most_recent_events_from_the_syslog_file_first""},""autograde"":{""enabled"":true,""commands"":[""tac /var/log/syslog | less""]}}","[{""type"": ""static"", ""content"": ""lab06_q09_view_the_most_recent_events_from_the_syslog_file_first""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `view`."", ""cost"": 25}]"
Copy a directory and its contents,Copy a directory and its contents,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q10_copy_a_directory_and_its_contents""},""autograde"":{""enabled"":true,""commands"":[""cp -R ~/MyFiles /tmp""]}}","[{""type"": ""static"", ""content"": ""lab06_q10_copy_a_directory_and_its_contents""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `copy`."", ""cost"": 25}]"
Confirm copy was successful,Confirm copy was successful,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q11_confirm_copy_was_successful""},""autograde"":{""enabled"":true,""commands"":[""ls /tmp""]}}","[{""type"": ""static"", ""content"": ""lab06_q11_confirm_copy_was_successful""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `confirm`."", ""cost"": 25}]"
Verify that MyFiles is still in home directory,Verify that MyFiles is still in home directory,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q12_verify_that_myfiles_is_still_in_home_directory""},""autograde"":{""enabled"":true,""commands"":[""ls ~""]}}","[{""type"": ""static"", ""content"": ""lab06_q12_verify_that_myfiles_is_still_in_home_directory""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
Move a directory and its contents,Move a directory and its contents,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q13_move_a_directory_and_its_contents""},""autograde"":{""enabled"":true,""commands"":[""sudo mv /tmp/MyFiles /var/log""]}}","[{""type"": ""static"", ""content"": ""lab06_q13_move_a_directory_and_its_contents""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `move`."", ""cost"": 25}]"
Delete a directory and its contents,Delete a directory and its contents,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q14_delete_a_directory_and_its_contents""},""autograde"":{""enabled"":true,""commands"":[""sudo rm -r /var/log/MyFiles""]}}","[{""type"": ""static"", ""content"": ""lab06_q14_delete_a_directory_and_its_contents""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `delete`."", ""cost"": 25}]"
Verify deletion,Verify deletion,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q15_verify_deletion""},""autograde"":{""enabled"":true,""commands"":[""ls /var/log""]}}","[{""type"": ""static"", ""content"": ""lab06_q15_verify_deletion""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
Delete a directory and its contents (2),Delete a directory and its contents,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q16_delete_a_directory_and_its_contents""},""autograde"":{""enabled"":true,""commands"":[""rm -r ~/MyFiles""]}}","[{""type"": ""static"", ""content"": ""lab06_q16_delete_a_directory_and_its_contents""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `delete`."", ""cost"": 25}]"
Verify MyFiles was removed,Verify MyFiles was removed,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q17_verify_myfiles_was_removed""},""autograde"":{""enabled"":true,""commands"":[""ls ~""]}}","[{""type"": ""static"", ""content"": ""lab06_q17_verify_myfiles_was_removed""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
Create a symbolic link,Create a symbolic link,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q18_create_a_symbolic_link""},""autograde"":{""enabled"":true,""commands"":[""ln -s /usr/share/doc ~/docs""]}}","[{""type"": ""static"", ""content"": ""lab06_q18_create_a_symbolic_link""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Verify symobolic link creation,Verify symobolic link creation,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q19_verify_symobolic_link_creation""},""autograde"":{""enabled"":true,""commands"":[""ls -l ~""]}}","[{""type"": ""static"", ""content"": ""lab06_q19_verify_symobolic_link_creation""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
Change directories,Change directories,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q20_change_directories""},""autograde"":{""enabled"":true,""commands"":[""cd docs""]}}","[{""type"": ""static"", ""content"": ""lab06_q20_change_directories""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `change`."", ""cost"": 25}]"
Change directories into a symbolic link,Change directories into a symbolic link,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q21_change_directories_into_a_symbolic_link""},""autograde"":{""enabled"":true,""commands"":[""pwd""]}}","[{""type"": ""static"", ""content"": ""lab06_q21_change_directories_into_a_symbolic_link""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `change`."", ""cost"": 25}]"
Change directories into a symbolic link (2),Change directories into a symbolic link,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q22_change_directories_into_a_symbolic_link""},""autograde"":{""enabled"":true,""commands"":[""ls""]}}","[{""type"": ""static"", ""content"": ""lab06_q22_change_directories_into_a_symbolic_link""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `change`."", ""cost"": 25}]"
Change to your home directory,Change to your home directory,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q23_change_to_your_home_directory""},""autograde"":{""enabled"":true,""commands"":[""cd""]}}","[{""type"": ""static"", ""content"": ""lab06_q23_change_to_your_home_directory""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `change`."", ""cost"": 25}]"
Remove a symbolic link,Remove a symbolic link,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q24_remove_a_symbolic_link""},""autograde"":{""enabled"":true,""commands"":[""rm docs""]}}","[{""type"": ""static"", ""content"": ""lab06_q24_remove_a_symbolic_link""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `remove`."", ""cost"": 25}]"
Verify the files still exist,Verify the files still exist,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab06_q25_verify_the_files_still_exist""},""autograde"":{""enabled"":true,""commands"":[""ls /usr/share/doc""]}}","[{""type"": ""static"", ""content"": ""lab06_q25_verify_the_files_still_exist""}]","linux,lab06,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
Navigate to ~/web-logs/ directory,Navigate to ~/web-logs/ directory,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab07_q01_navigate_to_web_logs_directory""},""autograde"":{""enabled"":true,""commands"":[""cd ~/web-logs/""]}}","[{""type"": ""static"", ""content"": ""lab07_q01_navigate_to_web_logs_directory""}]","linux,lab07,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `navigate`."", ""cost"": 25}]"
Verify files are present,Verify files are present,0,100,,Linux / Beginner,standard,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab07_q02_verify_files_are_present""},""autograde"":{""enabled"":true,""commands"":[""ls -l""]}}","[{""type"": ""static"", ""content"": ""lab07_q02_verify_files_are_present""}]","linux,lab07,beginner","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
